ID	Title	URL	Topic	Year	Instructor	Venue
196	Perceptrons	http://ai.berkeley.edu/slides/Lecture%2022%20--%20Perceptron/SP14%20CS188%20Lecture%2022%20--%20Perceptron.pptx	1157	2014	Dan Klein and Pieter Abbeel	Berkeley
197	Uncertainty and Utilities	http://ai.berkeley.edu/slides/Lecture%207%20--%20Expectimax%20Search%20and%20Utilities/SP14%20CS188%20Lecture%207%20--%20Expectimax%20Search%20and%20Utilities.pptx	1329	2014	Dan Klein and Pieter Abbeel	Berkeley
198	Hidden Markov Models	http://ai.berkeley.edu/slides/Lecture%2014%20--%20HMMs/SP14%20CS188%20Lecture%2014%20--%20Hidden%20Markov%20Models.pptx	1016	2014	Dan Klein and Pieter Abbeel	Berkeley
199	Bayes Nets: Independence	http://ai.berkeley.edu/slides/Lecture%2017%20--%20Bayes%20Nets%20II%20Independence/SP14%20CS188%20Lecture%2017%20--%20Bayes%20Nets%20II%20Independence.pptx	1330	2014	Dan Klein and Pieter Abbeel	Berkeley
200	Decision Networks and Value of Perfect Information	http://ai.berkeley.edu/slides/Lecture%2020%20--%20Decision%20Diagrams%20and%20Value%20of%20Perfect%20Information/SP14%20CS188%20Lecture%2020%20--%20Decision%20Diagrams%20and%20VPI.pptx	1044	2014	Dan Klein and Pieter Abbeel	Berkeley
201	Introduction	http://ai.berkeley.edu/slides/Lecture%201%20--%20Introduction/SP14%20CS188%20Lecture%201%20--%20Introduction.pptx	1561	2014	Dan Klein and Pieter Abbeel	Berkeley
202	Probability	http://ai.berkeley.edu/slides/Lecture%2012%20--%20Probability/SP14%20CS188%20Lecture%2012%20--%20Probability.pptx	1555	2014	Dan Klein and Pieter Abbeel	Berkeley
203	Adversarial Search	http://ai.berkeley.edu/slides/Lecture%206%20--%20Adversarial%20Search/SP14%20CS188%20Lecture%206%20--%20Adversarial%20Search.pptx	1306	2014	Dan Klein and Pieter Abbeel	Berkeley
204	CSPs	http://ai.berkeley.edu/slides/Lecture%204%20--%20CSPs%20I/SP14%20CS188%20Lecture%204%20--%20CSPs%20I.pptx	1309	2014	Dan Klein and Pieter Abbeel	Berkeley
205	Naive Bayes	http://ai.berkeley.edu/slides/Lecture%2021%20--%20Naive%20Bayes/SP14%20CS188%20Lecture%2021%20--%20Naive%20Bayes.pptx	1060	2014	Dan Klein and Pieter Abbeel	Berkeley
206	Reinforcement Learning I	http://ai.berkeley.edu/slides/Lecture%2010%20--%20Reinforcement%20Learning%20I/SP14%20CS188%20Lecture%2010%20--%20Reinforcement%20Learning%20I.pptx	1366	2014	Dan Klein and Pieter Abbeel	Berkeley
207	Reinforcement Learning II	http://ai.berkeley.edu/slides/Lecture%2011%20--%20Reinforcement%20Learning%20II/SP14%20CS188%20Lecture%2011%20--%20Reinforcement%20Learning%20II.pptx	1366	2014	Dan Klein and Pieter Abbeel	Berkeley
208	Markov Decision Processes II	http://ai.berkeley.edu/slides/Lecture%209%20--%20MDPs%20II/SP14%20CS188%20Lecture%209%20--%20MDPs%20II.pptx	1331	2014	Dan Klein and Pieter Abbeel	Berkeley
209	Bayes Nets: Sampling	http://ai.berkeley.edu/slides/Lecture%2019%20--%20Bayes%20Net%20IV%20Sampling/SP14%20CS188%20Lecture%2019%20--%20Bayes%20Nets%20IV%20Sampling.pptx	1330	2014	Dan Klein and Pieter Abbeel	Berkeley
210	Uncertainty	http://pages.cs.wisc.edu/~dyer/cs540/notes/12_uncertainty.pdf	1329	2018s	Chuck Dyer	University of Wisconsin-Madison
211	Introduction	http://pages.cs.wisc.edu/~dyer/cs540/notes/01_intro.pdf	1561	2018s	Chuck Dyer	University of Wisconsin-Madison
212	Game Playing	http://pages.cs.wisc.edu/~dyer/cs540/notes/06_gamePlaying.pdf	1307	2018s	Chuck Dyer	University of Wisconsin-Madison
213	Bayesian Networks	http://pages.cs.wisc.edu/~dyer/cs540/notes/13_bayes-net.pdf	1330	2018s	Chuck Dyer	University of Wisconsin-Madison
214	Supervised Learning Methods k-nearest-neighbors(k-NN) Decisiontrees(Chapter18.3) Neuralnetworks(ANN) Supportvectormachines(SVM)	http://pages.cs.wisc.edu/~dyer/cs540/notes/11_learning-decision-trees.pdf	1153	2018s	Chuck Dyer	University of Wisconsin-Madison
215	Supervised Learning Methods k-nearest-neighbors (k-NN)  Decision trees  Support vector machines (SVM)  Neural networks	http://pages.cs.wisc.edu/~dyer/cs540/notes/10_svm.pdf	1153	2018s	Chuck Dyer	University of Wisconsin-Madison
216	Face Detection and Recognition I	http://pages.cs.wisc.edu/~dyer/cs540/notes/16.0_face-detection.pdf	1338	2018s	Chuck Dyer	University of Wisconsin-Madison
217	Introduction	http://pages.cs.wisc.edu/~dyer/cs540/notes/09_neuralNets.pdf	1561	2018s	Chuck Dyer	University of Wisconsin-Madison
218	Informed Search	http://pages.cs.wisc.edu/~dyer/cs540/notes/04_informedSearch.pdf	1304	2018s	Chuck Dyer	University of Wisconsin-Madison
219	Face Detection and Recognition II	http://pages.cs.wisc.edu/~dyer/cs540/notes/16.1_face-recognition.pdf	1338	2018s	Chuck Dyer	University of Wisconsin-Madison
220	Constraint Satisfaction Problems	http://pages.cs.wisc.edu/~dyer/cs540/notes/07_csp.pdf	1309	2018s	Chuck Dyer	University of Wisconsin-Madison
221	Speech Recognition	http://pages.cs.wisc.edu/~dyer/cs540/notes/14_speech.pdf	1542	2018s	Chuck Dyer	University of Wisconsin-Madison
222	Machine Learning: Introduction and Unsupervised Learning	http://pages.cs.wisc.edu/~dyer/cs540/notes/08_learning-intro.pdf	1066	2018s	Chuck Dyer	University of Wisconsin-Madison
223	Genetic Algorithms	http://pages.cs.wisc.edu/~dyer/cs540/notes/05_geneticAlgorithms.pdf	1308	2018s	Chuck Dyer	University of Wisconsin-Madison
224	Uninformed Search	http://pages.cs.wisc.edu/~dyer/cs540/notes/03_uninformedSearch.pdf	1304	2018s	Chuck Dyer	University of Wisconsin-Madison
225	Invariant Theory	http://ttic.uchicago.edu/~dmcallester/DeepClass18/03CNNs/CNNb.pdf	1066	2017	David McAllester	Chicago
226	Deep Graphical Models III	http://ttic.uchicago.edu/~dmcallester/DeepClass18/09GraphicalModels/DGMs3.pdf	1330	2017	David McAllester	Chicago
227	Variational Autoencoders	http://ttic.uchicago.edu/~dmcallester/DeepClass18/11AutoEncoders/Variational.pdf	1181	2017	David McAllester	Chicago
228	Deep Graphical Models II	http://ttic.uchicago.edu/~dmcallester/DeepClass18/09GraphicalModels/DGMs2.pdf	1181	2017	David McAllester	Chicago
229	Gradients as Dual Vectors	http://ttic.uchicago.edu/~dmcallester/DeepClass18/13SGD2/loose.pdf	1181	2017	David McAllester	Chicago
230	Gated RNNs	http://ttic.uchicago.edu/~dmcallester/DeepClass18/04Highway/highway.pdf	1190	2017	David McAllester	Chicago
231	Introduction and Historical Notes	http://ttic.uchicago.edu/~dmcallester/DeepClass18/01intro/intro.pdf	1181	2017	David McAllester	Chicago
232	Language Modeling	http://ttic.uchicago.edu/~dmcallester/DeepClass18/05RNNs/RNN.pdf	1015	2017	David McAllester	Chicago
233	Information Theory	http://ttic.uchicago.edu/~dmcallester/DeepClass18/08InfoTheory/information.pdf	1042	2017	David McAllester	Chicago
234	Rate-Distortion Autoencoders	http://ttic.uchicago.edu/~dmcallester/DeepClass18/11AutoEncoders/Rate.pdf	1181	2017	David McAllester	Chicago
235	Multiclass Logistic Regression	http://ttic.uchicago.edu/~dmcallester/DeepClass18/02MLP/MLPa.pdf	1158	2017	David McAllester	Chicago
236	Stochastic Gradient Descent	http://ttic.uchicago.edu/~dmcallester/DeepClass18/06SGD/SGD.pdf	1320	2017	David McAllester	Chicago
237	AlphaZero	http://ttic.uchicago.edu/~dmcallester/DeepClass18/16alpha/alphago.pdf	1307	2017	David McAllester	Chicago
238	Computation Graphs and Backpropagation	http://ttic.uchicago.edu/~dmcallester/DeepClass18/02MLP/MLPb.pdf	1181	2017	David McAllester	Chicago
239	Convolutional Neural Networks â€” CNNs	http://ttic.uchicago.edu/~dmcallester/DeepClass18/03CNNs/CNNs.pdf	1193	2017	David McAllester	Chicago
240	In Search of AGI	http://ttic.uchicago.edu/~dmcallester/DeepClass18/18AGI/arch.pdf	1300	2017	David McAllester	Chicago
241	Deep Reinforcement Learning	http://ttic.uchicago.edu/~dmcallester/DeepClass18/15RL/RL.pdf	1189	2017	David McAllester	Chicago
242	Regularization	http://ttic.uchicago.edu/~dmcallester/DeepClass18/07regularization/regularization.pdf	1336	2017	David McAllester	Chicago
243	Deep Graphical Models I	http://ttic.uchicago.edu/~dmcallester/DeepClass18/09GraphicalModels/DGMs.pdf	1181	2017	David McAllester	Chicago
244	Generative Adversarial Networks (GANs)	http://ttic.uchicago.edu/~dmcallester/DeepClass18/14GANs/Gans.pdf	1151	2017	David McAllester	Chicago
245	Introduction to Deep Learning	https://uvadlc.github.io/lectures/apr2019/lecture1-intro.pdf	1181	2019	Efstratios Gavves	University of Amsterdam
246	Modular Learning	https://uvadlc.github.io/lectures/apr2019/lecture2-modularity.pdf	1181	2019	Efstratios Gavves	University of Amsterdam
247	Deep Learning Optimizations	https://uvadlc.github.io/lectures/apr2019/lecture3-optimization.pdf	1320	2019	Efstratios Gavves	University of Amsterdam
248	Convolutional Neural Networks	https://uvadlc.github.io/lectures/apr2019/lecture4-convnets.pdf	1193	2019	Efstratios Gavves	University of Amsterdam
249	Modern Convnets	https://uvadlc.github.io/lectures/apr2019/lecture5-modern_convnets.pdf	1193	2019	Efstratios Gavves	University of Amsterdam
250	Recurrent & Graph NNs	https://uvadlc.github.io/lectures/apr2019/lecture6-rnns.pdf	1190	2019	Efstratios Gavves	University of Amsterdam
251	Generative Adversarial Networks	https://uvadlc.github.io/lectures/apr2019/lecture7-gan.pdf	1151	2019	Efstratios Gavves	University of Amsterdam
252	Autoencoder - denoising autoencoder	http://info.usherbrooke.ca/hlarochelle/ift725/6_06_denoising_autoencoder.pdf	1181	2017s	Hugo Larochelle	Université de Sherbrooke
253	Training CRFs - general conditional random fields	http://info.usherbrooke.ca/hlarochelle/ift725/4_07_general_crf.pdf	1091	2017s	Hugo Larochelle	Université de Sherbrooke
254	Conditional random fields (CRFs)	http://info.usherbrooke.ca/hlarochelle/ift725/crf.pdf	1091	2017s	Hugo Larochelle	Université de Sherbrooke
255	Restricted Boltzmann machine	http://info.usherbrooke.ca/hlarochelle/ift725/5_01_definition.pdf	1181	2017s	Hugo Larochelle	Université de Sherbrooke
256	Training neural networks - activation function derivative	http://info.usherbrooke.ca/hlarochelle/ift725/2_05_activation_function_derivative.pdf	1181	2017s	Hugo Larochelle	Université de Sherbrooke
257	Sparse coding - dictionary learning algorithm	http://info.usherbrooke.ca/hlarochelle/ift725/8_05_dictionary_learning_algorithm.pdf	1183	2017s	Hugo Larochelle	Université de Sherbrooke
258	Computer vision - pooling and subsampling	http://info.usherbrooke.ca/hlarochelle/ift725/9_05_pooling_and_subsampling.pdf	1338	2017s	Hugo Larochelle	Université de Sherbrooke
259	Natural language processing - multitask learning	http://info.usherbrooke.ca/hlarochelle/ift725/10_10_multitask_learning.pdf	1183	2017s	Hugo Larochelle	Université de Sherbrooke
260	Autoencoder - linear autoencoder	http://info.usherbrooke.ca/hlarochelle/ift725/6_04_linear_autoencoder.pdf	1181	2017s	Hugo Larochelle	Université de Sherbrooke
261	Restricted Boltzmann machine - persistent CD	http://info.usherbrooke.ca/hlarochelle/ift725/5_06_persistent_CD.pdf	1181	2017s	Hugo Larochelle	Université de Sherbrooke
262	Computer vision - convolutional network	http://info.usherbrooke.ca/hlarochelle/ift725/9_06_convolutional_network.pdf	1195	2017s	Hugo Larochelle	Université de Sherbrooke
263	Training CRFs - discriminative vs. generative learning	http://info.usherbrooke.ca/hlarochelle/ift725/4_04_discriminative_vs_generative.pdf	1091	2017s	Hugo Larochelle	Université de Sherbrooke
264	Computer vision - example	http://info.usherbrooke.ca/hlarochelle/ift725/9_08_example.pdf	1338	2017s	Hugo Larochelle	Université de Sherbrooke
265	Autoencoder - example	http://info.usherbrooke.ca/hlarochelle/ift725/6_03_example.pdf	1181	2017s	Hugo Larochelle	Université de Sherbrooke
266	Sparse coding - ZCA preprocessing	http://info.usherbrooke.ca/hlarochelle/ift725/8_07_ZCA_preprocessing.pdf	1183	2017s	Hugo Larochelle	Université de Sherbrooke
267	Training CRFs	http://info.usherbrooke.ca/hlarochelle/ift725/crf_learn.pdf	1091	2017s	Hugo Larochelle	Université de Sherbrooke
268	Training neural networks - optimization	http://info.usherbrooke.ca/hlarochelle/ift725/2_11_optimization.pdf	1320	2017s	Hugo Larochelle	Université de Sherbrooke
269	Training CRFs - hidden Markov model	http://info.usherbrooke.ca/hlarochelle/ift725/4_06_hidden_markov_model.pdf	1187	2017s	Hugo Larochelle	Université de Sherbrooke
270	Training neural networks - hidden layer gradient	http://info.usherbrooke.ca/hlarochelle/ift725/2_04_hidden_layer_gradient.pdf	1182	2017s	Hugo Larochelle	Université de Sherbrooke
271	Word representations	http://info.usherbrooke.ca/hlarochelle/ift725/nlp-word-representations.pdf	1186	2017s	Hugo Larochelle	Université de Sherbrooke
272	Recursive neural network	http://info.usherbrooke.ca/hlarochelle/ift725/nlp-recursive-net.pdf	1192	2017s	Hugo Larochelle	Université de Sherbrooke
273	Training CRFs - loss function	http://info.usherbrooke.ca/hlarochelle/ift725/4_01_loss_function.pdf	1091	2017s	Hugo Larochelle	Université de Sherbrooke
274	Training CRFs - pseudo likelihood	http://info.usherbrooke.ca/hlarochelle/ift725/4_08_pseudolikelihood.pdf	1191	2017s	Hugo Larochelle	Université de Sherbrooke
275	Merging representations	http://info.usherbrooke.ca/hlarochelle/ift725/10_12_merging_representations.pdf	1114	2017s	Hugo Larochelle	Université de Sherbrooke
276	Feedforward neural network - artificial neural network	http://info.usherbrooke.ca/hlarochelle/ift725/1_01_artificial_neuron.pdf	1181	2017s	Hugo Larochelle	Université de Sherbrooke
277	Recursive network training	http://info.usherbrooke.ca/hlarochelle/ift725/10_14_recursive_network_training.pdf	1192	2017s	Hugo Larochelle	Université de Sherbrooke
278	Restricted Boltzmann machine - free energy	http://info.usherbrooke.ca/hlarochelle/ift725/5_03_free_energy.pdf	1181	2017s	Hugo Larochelle	Université de Sherbrooke
279	Restricted Boltzmann machine - contrastive divergence	http://info.usherbrooke.ca/hlarochelle/ift725/5_04_contrastive_divergence.pdf	1181	2017s	Hugo Larochelle	Université de Sherbrooke
280	Conditional random fields - context window	http://info.usherbrooke.ca/hlarochelle/ift725/3_03_context_window.pdf	1091	2017s	Hugo Larochelle	Université de Sherbrooke
281	Deep learning - unsupervised pre-training	http://info.usherbrooke.ca/hlarochelle/ift725/7_03_unsupervised_pretraining.pdf	1181	2017s	Hugo Larochelle	Université de Sherbrooke
282	Deep learning - deep autoencoder	http://info.usherbrooke.ca/hlarochelle/ift725/7_06_deep_autoencoder.pdf	1181	2017s	Hugo Larochelle	Université de Sherbrooke
283	Training neural networks - empirical risk minimization	http://info.usherbrooke.ca/hlarochelle/ift725/2_01_empirical_risk_minimization.pdf	1181	2017s	Hugo Larochelle	Université de Sherbrooke
284	Deep learning - dropout	http://info.usherbrooke.ca/hlarochelle/ift725/7_05_dropout.pdf	1181	2017s	Hugo Larochelle	Université de Sherbrooke
285	Autoencoders	http://info.usherbrooke.ca/hlarochelle/ift725/autoencoder.pdf	1181	2017s	Hugo Larochelle	Université de Sherbrooke
286	Training neural networks - parameter gradient	http://info.usherbrooke.ca/hlarochelle/ift725/2_06_parameter_gradient.pdf	1181	2017s	Hugo Larochelle	Université de Sherbrooke
287	Conditional random fields - performing classification	http://info.usherbrooke.ca/hlarochelle/ift725/3_06_performing_classification.pdf	1091	2017s	Hugo Larochelle	Université de Sherbrooke
288	Training neural networks - parameter initialization	http://info.usherbrooke.ca/hlarochelle/ift725/2_09_parameter_initialization.pdf	1181	2017s	Hugo Larochelle	Université de Sherbrooke
289	Training neural networks	http://info.usherbrooke.ca/hlarochelle/ift725/bprop.pdf	1181	2017s	Hugo Larochelle	Université de Sherbrooke
290	Training CRFs - unary log-factor gradient	http://info.usherbrooke.ca/hlarochelle/ift725/4_02_unary_log-factor_gradient.pdf	1090	2017s	Hugo Larochelle	Université de Sherbrooke
291	Feedforward neural network - multilayer neural network	http://info.usherbrooke.ca/hlarochelle/ift725/1_04_multilayer_neural_network.pdf	1181	2017s	Hugo Larochelle	Université de Sherbrooke
292	Syntactic and semantic tagging	http://info.usherbrooke.ca/hlarochelle/ift725/nlp-tagging.pdf	1088	2017s	Hugo Larochelle	Université de Sherbrooke
293	Natural language processing - one-hot encoding	http://info.usherbrooke.ca/hlarochelle/ift725/10_03_one-hot_encoding.pdf	1114	2017s	Hugo Larochelle	Université de Sherbrooke
294	Training neural networks - regularization	http://info.usherbrooke.ca/hlarochelle/ift725/2_08_regularization.pdf	1181	2017s	Hugo Larochelle	Université de Sherbrooke
295	Autoencoder - loss function	http://info.usherbrooke.ca/hlarochelle/ift725/6_02_loss_function.pdf	1181	2017s	Hugo Larochelle	Université de Sherbrooke
296	Sparse coding - definition	http://info.usherbrooke.ca/hlarochelle/ift725/8_01_definition.pdf	1181	2017s	Hugo Larochelle	Université de Sherbrooke
297	Feedforward neural network - capacity of single neuron	http://info.usherbrooke.ca/hlarochelle/ift725/1_03_capacity_of_single_neuron.pdf	1181	2017s	Hugo Larochelle	Université de Sherbrooke
298	Conditional random fields - belief propagation	http://info.usherbrooke.ca/hlarochelle/ift725/3_10_belief_propagation.pdf	1091	2017s	Hugo Larochelle	Université de Sherbrooke
299	Natural language processing - word tagging	http://info.usherbrooke.ca/hlarochelle/ift725/10_08_word_tagging.pdf	1088	2017s	Hugo Larochelle	Université de Sherbrooke
300	Neural networks Autoencoder - undercomplete vs. overcomplete hidden layer	http://info.usherbrooke.ca/hlarochelle/ift725/6_05_undercomplete_vs_overcomplete_hidden_layer.pdf	1181	2017s	Hugo Larochelle	Université de Sherbrooke
301	Training neural networks - backpropagation algorithm	http://info.usherbrooke.ca/hlarochelle/ift725/2_07_backpropagation.pdf	1320	2017s	Hugo Larochelle	Université de Sherbrooke
302	Feedforward neural network	http://info.usherbrooke.ca/hlarochelle/ift725/fprop.pdf	1181	2017s	Hugo Larochelle	Université de Sherbrooke
303	Feedforward neural network - biological inspiration	http://info.usherbrooke.ca/hlarochelle/ift725/1_06_biological_inspiration.pdf	1181	2017s	Hugo Larochelle	Université de Sherbrooke
304	Computer vision - discrete convolution	http://info.usherbrooke.ca/hlarochelle/ift725/9_04_discrete_convolution.pdf	1193	2017s	Hugo Larochelle	Université de Sherbrooke
305	Neural network language model	http://info.usherbrooke.ca/hlarochelle/ift725/nlp-language-model.pdf	1195	2017s	Hugo Larochelle	Université de Sherbrooke
306	Training neural networks - loss function	http://info.usherbrooke.ca/hlarochelle/ift725/2_02_loss_function.pdf	1181	2017s	Hugo Larochelle	Université de Sherbrooke
307	Restricted Boltzmann machine - inference	http://info.usherbrooke.ca/hlarochelle/ift725/5_02_inference.pdf	1181	2017s	Hugo Larochelle	Université de Sherbrooke
308	Restricted Boltzmann machine - contrastive divergence (parameter update)	http://info.usherbrooke.ca/hlarochelle/ift725/5_05_contrastive_divergence_parameter_update.pdf	1181	2017s	Hugo Larochelle	Université de Sherbrooke
309	Deep learning - deep belief network	http://info.usherbrooke.ca/hlarochelle/ift725/7_07_deep_belief_network.pdf	1181	2017s	Hugo Larochelle	Université de Sherbrooke
310	Language modeling	http://info.usherbrooke.ca/hlarochelle/ift725/10_05_language_modeling.pdf	1005	2017s	Hugo Larochelle	Université de Sherbrooke
311	Training CRFs - pairwise log-factor gradient	http://info.usherbrooke.ca/hlarochelle/ift725/4_03_pairwise_log-factor_gradient.pdf	1090	2017s	Hugo Larochelle	Université de Sherbrooke
312	Restricted Boltzmann machine - example	http://info.usherbrooke.ca/hlarochelle/ift725/5_07_example.pdf	1181	2017s	Hugo Larochelle	Université de Sherbrooke
